# AI Declaration: This script skeleton was generated with AI assistance and must be reviewed by the team.

request_id,cni,source_node,dest_node,payload_bytes,http_header_bytes,tcp_ip_header_bytes,total_packet_bytes,latency_ms,timestamp_offset_s
30,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.1392,0.062
31,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7639,0.065
32,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0354,0.066
33,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0793,0.068
34,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8377,0.071
35,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0064,0.073
36,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.0192,0.075
37,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7238,0.078
38,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7697,0.08
39,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8667,0.082
40,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.9184,0.084
41,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3235,0.087
42,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0693,0.089
43,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8193,0.091
44,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9198,0.094
45,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.4849,0.096
46,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9337,0.097
47,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9219,0.099
48,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7151,0.101
49,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.6756,0.103
50,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.011,0.105
51,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3059,0.107
52,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.439,0.109
53,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8206,0.111
54,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8584,0.114
55,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3946,0.117
56,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2791,0.119
57,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3919,0.122
58,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.6852,0.124
59,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8637,0.127
60,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2521,0.13
61,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.0685,0.132
62,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0349,0.135
63,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.6816,0.137
64,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,5.8045,0.14
65,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.6993,0.145
66,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.6788,0.147
67,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3246,0.15
68,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7102,0.152
69,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1961,0.154
70,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.598,0.156
71,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7721,0.159
72,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8702,0.16
73,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8785,0.162
74,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.3036,0.164
75,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.347,0.165
76,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8719,0.168
77,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.488,0.17
78,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.3722,0.171
79,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2663,0.175
80,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.3498,0.177
81,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2305,0.178
82,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.9538,0.18
83,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.2344,0.183
84,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8599,0.185
85,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.5608,0.187
86,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.4756,0.19
87,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1062,0.192
88,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.0195,0.194
89,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.6915,0.197
90,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.4172,0.198
91,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.1484,0.201
92,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.7284,0.204
93,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.766,0.207
94,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8458,0.208
95,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.2289,0.21
96,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.4769,0.211
97,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.6007,0.213
98,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1303,0.215
99,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3402,0.217
100,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1715,0.219
101,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3855,0.221
102,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7932,0.224
103,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9633,0.225
104,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.4199,0.227
105,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3803,0.229
106,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,5.9844,0.231
107,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.7679,0.237
108,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.1445,0.24
109,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9526,0.241
110,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.6468,0.243
111,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.522,0.245
112,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.6141,0.246
113,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.7301,0.249
114,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9154,0.251
115,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1992,0.253
116,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.4738,0.256
117,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1353,0.258
118,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2072,0.26
119,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.453,0.262
120,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.6892,0.265
121,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7287,0.267
122,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.3104,0.268
123,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.052,0.272
124,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.92,0.274
125,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.5341,0.276
126,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.0106,0.278
127,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.334,0.279
128,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.4641,0.28
129,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3712,0.283
130,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8041,0.285
131,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7516,0.288
132,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8095,0.29
133,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3045,0.293
134,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7445,0.295
135,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1863,0.297
136,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.9489,0.299
137,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.588,0.302
138,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.4237,0.303
139,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2638,0.306
140,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,0.6488,0.308
141,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.7579,0.309
142,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3771,0.312
143,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.5612,0.314
144,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3149,0.316
145,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.5589,0.319
146,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.1381,0.321
147,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.94,0.324
148,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2088,0.326
149,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.3411,0.329
150,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2952,0.332
151,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.6383,0.334
152,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.4039,0.338
153,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.7816,0.34
154,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.4026,0.343
155,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9153,0.345
156,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3519,0.347
157,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.292,0.35
158,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7611,0.352
159,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.797,0.354
160,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2939,0.356
161,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3231,0.358
162,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.5621,0.36
163,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.1981,0.363
164,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.3716,0.366
165,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.6104,0.369
166,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.6129,0.371
167,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1136,0.374
168,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8038,0.376
169,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.7343,0.378
170,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0206,0.381
171,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1659,0.383
172,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1723,0.385
173,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8458,0.388
174,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.6479,0.389
175,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2463,0.391
176,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1701,0.393
177,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9978,0.395
178,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.242,0.397
179,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.5961,0.399
180,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.7762,0.4
181,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.9255,0.403
182,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8438,0.406
183,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.6337,0.408
184,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.2669,0.41
185,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.94,0.414
186,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.6777,0.416
187,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,0.8194,0.418
188,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2653,0.419
189,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3182,0.421
190,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.5371,0.424
191,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9616,0.426
192,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.5393,0.428
193,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8626,0.431
194,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.0488,0.433
195,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.5729,0.436
196,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9265,0.437
197,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,0.9499,0.439
198,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.6245,0.44
199,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3517,0.443
200,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0815,0.445
201,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2864,0.447
202,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.3703,0.45
203,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.3724,0.451
204,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.0469,0.452
205,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.7764,0.455
206,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2865,0.458
207,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0606,0.46
208,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7595,0.462
209,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1303,0.464
210,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.5752,0.466
211,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9649,0.468
212,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3822,0.47
213,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8427,0.472
214,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.4386,0.474
215,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.5192,0.476
216,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8781,0.477
217,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7576,0.479
218,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3738,0.481
219,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.7403,0.483
220,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3654,0.486
221,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,5.954,0.488
222,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.65,0.494
223,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.4358,0.497
224,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.4454,0.499
225,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.243,0.502
226,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.3652,0.504
227,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0319,0.506
228,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8093,0.508
229,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.5744,0.51
230,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.111,0.513
231,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.5466,0.515
232,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.1741,0.517
233,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.5884,0.52
234,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.7922,0.521
235,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.126,0.523
236,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.0349,0.525
237,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.3784,0.526
238,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.2888,0.527
239,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.6422,0.529
240,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.9289,0.531
241,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0431,0.533
242,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8367,0.535
243,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.32,0.538
244,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2347,0.54
245,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,4.488,0.543
246,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,3.3526,0.547
247,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2628,0.551
248,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8181,0.553
249,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.367,0.556
250,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.5661,0.557
251,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.8667,0.56
252,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8126,0.561
253,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.875,0.564
254,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.4506,0.566
255,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.2228,0.569
256,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.6292,0.571
257,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.0293,0.572
258,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.8773,0.574
259,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,2.7817,0.577
260,cilium,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1478,1.6319,0.58
