# AI Declaration: This script skeleton was generated with AI assistance and must be reviewed by the team.

request_id,cni,source_node,dest_node,payload_bytes,http_header_bytes,tcp_ip_header_bytes,total_packet_bytes,latency_ms,timestamp_offset_s
47,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.1697,0.258
48,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.2648,0.262
49,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.5489,0.269
50,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.5171,0.275
51,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.7815,0.279
52,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.6032,0.285
53,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.9156,0.293
54,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.2676,0.299
55,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.7305,0.303
56,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.8694,0.307
57,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,8.2598,0.313
58,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.9818,0.322
59,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,2.6857,0.327
60,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.1971,0.329
61,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.3606,0.332
62,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.9966,0.339
63,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.3988,0.345
64,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.6208,0.35
65,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.4101,0.356
66,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.7847,0.361
67,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.2522,0.365
68,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.4822,0.371
69,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.9098,0.377
70,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.2651,0.382
71,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.4985,0.386
72,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.7204,0.393
73,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.4131,0.399
74,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.3477,0.404
75,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.2167,0.407
76,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.5996,0.412
77,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.0846,0.417
78,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.2894,0.423
79,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.7461,0.429
80,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.8318,0.434
81,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.9581,0.442
82,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.3869,0.447
83,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.4274,0.452
84,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.9329,0.457
85,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.4592,0.462
86,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.9779,0.469
87,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.6976,0.475
88,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.7503,0.481
89,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.7967,0.485
90,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.796,0.49
91,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.1868,0.494
92,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.8589,0.499
93,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.5936,0.505
94,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.1369,0.511
95,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.7209,0.515
96,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.2681,0.52
97,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.8343,0.526
98,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.508,0.531
99,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.8728,0.536
100,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.7282,0.543
101,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.0438,0.547
102,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.6587,0.552
103,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.5441,0.558
104,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.0526,0.562
105,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,8.7786,0.567
106,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.7237,0.576
107,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.4827,0.58
108,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.2198,0.586
109,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.1633,0.59
110,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.8686,0.595
111,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.2655,0.601
112,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.8194,0.606
113,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.075,0.614
114,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.1372,0.618
115,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.0996,0.623
116,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8244,0.631
117,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.0305,0.635
118,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.6221,0.64
119,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.5167,0.645
120,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.8829,0.651
121,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.9813,0.657
122,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.4034,0.662
123,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.5516,0.668
124,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.7811,0.673
125,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,11.3397,0.679
126,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.0307,0.69
127,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.1272,0.694
128,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,11.2555,0.7
129,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.07,0.711
130,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.1228,0.715
131,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.6995,0.721
132,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.27,0.725
133,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.4212,0.728
134,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,8.0355,0.732
135,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.8079,0.74
136,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.3205,0.746
137,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.8388,0.753
138,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.6978,0.758
139,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.7645,0.765
140,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8526,0.769
141,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.3845,0.774
142,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.4688,0.779
143,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8734,0.786
144,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8546,0.791
145,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.8345,0.795
146,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,2.3568,0.802
147,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.586,0.805
148,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.1133,0.809
149,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,8.2512,0.815
150,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.5013,0.824
151,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.7909,0.828
152,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.1643,0.833
153,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.0046,0.838
154,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.9385,0.845
155,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.7398,0.85
156,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.4763,0.856
157,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.6651,0.863
158,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.5177,0.87
159,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.4016,0.877
160,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.7928,0.884
161,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.0451,0.891
162,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.6005,0.899
163,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.7547,0.903
164,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.8766,0.909
165,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.9922,0.915
166,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.8413,0.921
167,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,12.0563,0.927
168,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.4298,0.939
169,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,2.589,0.942
170,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.0722,0.945
171,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.2586,0.95
172,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.7233,0.953
173,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.3227,0.959
174,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8744,0.965
175,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.4848,0.97
176,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.2066,0.974
177,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.0576,0.98
178,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.9531,0.986
179,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,11.0525,0.991
180,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.8232,1.002
181,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8885,1.009
182,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.9927,1.013
183,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.1587,1.018
184,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.922,1.024
185,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.0335,1.028
186,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,2.4658,1.034
187,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.0265,1.036
188,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.446,1.043
189,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.2702,1.049
190,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.896,1.056
191,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.184,1.062
192,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.5281,1.067
193,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.0378,1.073
194,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.4154,1.08
195,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.164,1.085
196,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.5786,1.09
197,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.493,1.097
198,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8476,1.102
199,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.2053,1.107
200,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.864,1.112
201,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.8299,1.118
202,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.0265,1.124
203,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.2167,1.128
204,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.2334,1.131
205,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.0751,1.134
206,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.9726,1.138
207,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.19,1.143
208,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.4842,1.148
209,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.0963,1.153
210,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.7595,1.158
211,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.0145,1.163
212,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.3727,1.169
213,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.5561,1.174
214,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.514,1.181
215,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,7.4228,1.185
216,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.6659,1.193
217,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.8966,1.199
218,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.2708,1.205
219,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.0965,1.21
220,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,2.4308,1.216
221,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,8.1409,1.218
222,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8695,1.226
223,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.4041,1.231
224,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.8261,1.234
225,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.1074,1.241
226,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.0163,1.244
227,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.2902,1.249
228,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.6984,1.255
229,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.1545,1.26
230,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,16.5225,1.266
231,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.1675,1.282
232,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.4294,1.287
233,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.255,1.294
234,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.3264,1.297
235,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8442,1.302
236,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,2.2704,1.307
237,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.2046,1.309
238,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,12.017,1.313
239,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8273,1.325
240,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.8736,1.329
241,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.4422,1.334
242,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.1691,1.339
243,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.1627,1.342
244,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.7926,1.345
245,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.1521,1.352
246,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.7873,1.358
247,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.8196,1.365
248,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.3449,1.372
249,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.6236,1.378
250,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,3.1872,1.383
251,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,12.252,1.386
252,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.0963,1.398
253,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,6.5672,1.404
254,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.6349,1.411
255,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.0078,1.415
256,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,5.357,1.419
257,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.5262,1.425
258,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.4999,1.429
259,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,11.9971,1.434
260,flannel,worker-1 (192.168.192.166),worker-2 (192.168.192.170),1024,400,54,1528,4.0664,1.446
